id,author,created_at,last_modified,downloads,likes,tags,description,url,languages,tasks,size_categories
hotchpotch/JQaRA,hotchpotch,2024-03-03 01:58:33+00:00,2025-01-20 08:47:35+00:00,329,19,"['task_categories:question-answering', 'language:ja', 'license:cc', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		JQaRA : Japanese Question Answering with Retrieval Augmentation - 検索拡張(RAG)評価のための日本語 Q&A データセット
	

高性能な LLM の台頭に伴い、LLM を用いた質疑応答のユースケースが増加しています。しかしながら、LLM は質問に対して適切な回答する知識を有していないと、答えることができないだけでなく、誤った回答を返答するといった課題が存在します。この課題を解決する一つの手段として、LLM が外部の知識を参照して回答する「RAG（Retrieval-Augmented Generation・検索拡張生成）」の需要が高まっています。
そのため、LLM が RAG を用いた際に回答精度が上がるような情報を検索によって取得可能か評価するためのデータセット""JQaRA : Japanese Question Answering with Retrieval Augmentation - 検索拡張(RAG)評価のための日本語 Q&A データセット""を構築しました。なお JQaRA… See the full description on the dataset page: https://huggingface.co/datasets/hotchpotch/JQaRA.",https://huggingface.co/datasets/hotchpotch/JQaRA,['ja'],['question-answering'],['100K<n<1M']
aixsatoshi/cosmopedia-japanese-100k,aixsatoshi,2024-03-03 16:06:15+00:00,2024-03-03 16:20:35+00:00,23,6,"['language:ja', 'language:en', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:json', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'region:us']","cosmopedia-japanese-20kのデータに、kunishou様から20k-100kをご提供いただけることになり100kまで拡大しました。　　
https://huggingface.co/datasets/kunishou/cosmopedia-100k-ja-preview　　
テキスト生成プロンプトの翻訳も含むデータは、上記レポジトリを確認してください。
",https://huggingface.co/datasets/aixsatoshi/cosmopedia-japanese-100k,"['ja', 'en']",[],['10K<n<100K']
NilanE/SmallParallelDocs-Ja_En-6k,NilanE,2024-03-04 21:04:01+00:00,2024-03-05 03:48:08+00:00,10,2,"['task_categories:translation', 'language:ja', 'language:en', 'license:apache-2.0', 'size_categories:1K<n<10K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","This dataset contains document-length Japanese-English parallel texts from various sources.
The intended use case is for translation tasks.
The cumulative dataset is under an apache 2.0 license, but the sources differ on that account. If there are conflicts, assume the more restrictive clause takes priority (?)
I am unfamiliar with licenses in general, so if someone sees any issues with the licensing situation, please let me know.

	
		
		Metadata meaning:
	

source: self-explanatory… See the full description on the dataset page: https://huggingface.co/datasets/NilanE/SmallParallelDocs-Ja_En-6k.",https://huggingface.co/datasets/NilanE/SmallParallelDocs-Ja_En-6k,"['ja', 'en']",['translation'],['1K<n<10K']
aisc-team-c1/MMedBench,aisc-team-c1,2024-03-04 22:17:10+00:00,2024-03-05 01:43:13+00:00,36,1,"['task_categories:question-answering', 'language:en', 'language:zh', 'language:ja', 'language:fr', 'language:ru', 'language:es', 'license:cc-by-4.0', 'size_categories:10K<n<100K', 'format:json', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2402.13963', 'region:us', 'medical']","This is a dataset repository made for the AISC class at Harvard Medical School. Please find the original dataset repository here: https://huggingface.co/datasets/Henrychur/MMedBench 

	
		
		MMedBench
	

💻Github Repo   🖨️arXiv Paper
The official benchmark for ""Towards Building Multilingual Language Model for Medicine"".

	
		
		Introduction
	

This repo contains MMedBench, a comprehensive multilingual medical benchmark comprising 45,048 QA pairs for training and 8,518 QA pairs for testing.… See the full description on the dataset page: https://huggingface.co/datasets/aisc-team-c1/MMedBench.",https://huggingface.co/datasets/aisc-team-c1/MMedBench,"['en', 'zh', 'ja', 'fr', 'ru', 'es']",['question-answering'],['10K<n<100K']
aisc-team-c2/MMedBench,aisc-team-c2,2024-03-05 01:26:13+00:00,2024-03-05 01:44:42+00:00,9,0,"['task_categories:question-answering', 'language:en', 'language:zh', 'language:ja', 'language:fr', 'language:ru', 'language:es', 'license:cc-by-4.0', 'size_categories:10K<n<100K', 'format:json', 'modality:tabular', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2402.13963', 'region:us', 'medical']","This is a dataset repository made for the AISC class at Harvard Medical School. Please find the original dataset repository here: https://huggingface.co/datasets/Henrychur/MMedBench 

	
		
		MMedBench
	

💻Github Repo   🖨️arXiv Paper
The official benchmark for ""Towards Building Multilingual Language Model for Medicine"".

	
		
		Introduction
	

This repo contains MMedBench, a comprehensive multilingual medical benchmark comprising 45,048 QA pairs for training and 8,518 QA pairs for testing.… See the full description on the dataset page: https://huggingface.co/datasets/aisc-team-c2/MMedBench.",https://huggingface.co/datasets/aisc-team-c2/MMedBench,"['en', 'zh', 'ja', 'fr', 'ru', 'es']",['question-answering'],['10K<n<100K']
fruits-music/fruits-music,fruits-music,2024-03-05 04:08:00+00:00,2024-08-28 01:48:28+00:00,14,4,"['language:ja', 'license:other', 'doi:10.57967/hf/1864', 'region:us', 'music', 'idol', 'singing voice', 'diarization']","
	
		
		🍈 🍒 🍇 FruitsMusic 🍉 🍊 🍓
	

Corpus of Fully Real Popular Idol-group Songs from YouTube Videos for Music Information Processing.


	
		
		FruitsMusic: A corpus of Japanese idol-group songs for singing information processing
	

This corpus comprises annotation of “who sings what and when” in Japanese idol-group songs uploaded to YouTube.

	
		
		Directory structures
	

fruits-music
 ├ singers.csv: List of singers
 ├ songs.csv: List of songs
 ├ json: Annotation files
 │ ├ AUm01.json… See the full description on the dataset page: https://huggingface.co/datasets/fruits-music/fruits-music.",https://huggingface.co/datasets/fruits-music/fruits-music,['ja'],[],[]
alfredplpl/wikipedia-qa-ja-500k,alfredplpl,2024-03-05 04:20:02+00:00,2024-03-05 04:26:27+00:00,11,7,"['task_categories:question-answering', 'language:ja', 'license:cc-by-sa-3.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Dataset Card for ""wikipedia-qa-ja-500k""
	


	
		
		Original Dataset
	


hpprc/wikipedia-20240101


	
		
		Procedure
	


Extract the first line of the title from the dataset.
Generate the answer by summizing the line using LLM:
Input RAG-like prompt to CALM 2 7B Chat.
Format the response.




	
		
		RAG-like Prompt
	

f""""""USER: {title}とはなんですか？次の文章を参考に一言でまとめてください。{text}
    ASSISTANT: """"""

",https://huggingface.co/datasets/alfredplpl/wikipedia-qa-ja-500k,['ja'],['question-answering'],['100K<n<1M']
alfredplpl/wikipedia-simple-ja-500k,alfredplpl,2024-03-05 04:22:37+00:00,2024-03-05 04:25:22+00:00,12,1,"['task_categories:summarization', 'language:ja', 'license:cc-by-sa-3.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Dataset Card for ""wikipedia-simple-ja-500k""
	


	
		
		Original Dataset
	


hpprc/wikipedia-20240101


	
		
		Procedure
	


Exract the first line of the title from the dataset.
Generate the answer by summizing the line using LLM:
Input RAG-like prompt to CALM 2 7B Chat.
Format the response.




	
		
		RAG-like Prompt
	

f""""""USER: {title}とはなんですか？次の文章を参考に一言でまとめてください。{text}
    ASSISTANT: """"""

",https://huggingface.co/datasets/alfredplpl/wikipedia-simple-ja-500k,['ja'],['summarization'],['100K<n<1M']
Verah/tatoeba_dedupe_en-jp_2024-March-01,Verah,2024-03-05 13:46:13+00:00,2024-03-06 08:34:02+00:00,10,4,"['task_categories:translation', 'language:en', 'language:ja', 'license:cc-by-2.0', 'size_categories:100K<n<1M', 'format:csv', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","English - Japanese pairs taken from https://tatoeba.org/en/downloads and then deduplicated.
Row order has also been randomized to avoid clusters of similar translations.
",https://huggingface.co/datasets/Verah/tatoeba_dedupe_en-jp_2024-March-01,"['en', 'ja']",['translation'],['100K<n<1M']
mohamed-khalil/AnimeSongsLyrics,mohamed-khalil,2024-03-05 17:17:25+00:00,2024-03-05 18:02:39+00:00,40,4,"['task_categories:text-generation', 'task_categories:text-classification', 'language:ja', 'license:apache-2.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'music', 'anime', 'lyrics', 'Anime Songs Lyrics']","
    



	
		
		Anime Songs Lyrics Dataset ― アニメソングの歌詞データセット
	


Welcome to the Anime Songs Lyrics Dataset


    
        
        
        
    





	
		
	
	
		Overview
	

This dataset compiles a diverse collection of lyrics from various anime songs, providing a rich resource for enthusiasts and researchers alike. 
The lyrics information are structured in a Parquet file format named AnimeSongsLyrics.parquet, allowing efficient storage and retrieval of the dataset.
You find code of this… See the full description on the dataset page: https://huggingface.co/datasets/mohamed-khalil/AnimeSongsLyrics.",https://huggingface.co/datasets/mohamed-khalil/AnimeSongsLyrics,['ja'],"['text-generation', 'text-classification']",['10K<n<100K']
toshi456/llava-bench-in-the-wild-ja,toshi456,2024-03-06 21:56:53+00:00,2024-04-01 15:15:57+00:00,21,0,"['task_categories:image-to-text', 'language:ja', 'license:cc-by-4.0', 'size_categories:n<1K', 'format:json', 'modality:image', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","This dataset is the data that corrected the translation errors and untranslated data of the Japanese data in MBZUAI/multilingual-llava-bench-in-the-wild.
Original dataset is liuhaotian/llava-bench-in-the-wild.
",https://huggingface.co/datasets/toshi456/llava-bench-in-the-wild-ja,['ja'],['image-to-text'],['n<1K']
nu-dialogue/real-persona-chat,nu-dialogue,2024-03-07 02:56:18+00:00,2024-03-09 13:52:01+00:00,31,21,"['task_categories:text-generation', 'task_categories:text-classification', 'task_ids:dialogue-modeling', 'task_ids:dialogue-generation', 'language_creators:crowdsourced', 'multilinguality:monolingual', 'source_datasets:original', 'language:ja', 'license:cc-by-sa-4.0', 'size_categories:10K<n<100K', 'region:us', 'nlp', 'japanese', 'dialogue', 'dialogue-corpus', 'dialogue-system']",RealPersonaChat: A Realistic Persona Chat Corpus with Interlocutors' Own Personalities,https://huggingface.co/datasets/nu-dialogue/real-persona-chat,['ja'],"['text-generation', 'text-classification']",['10K<n<100K']
HPLT/hplt_monolingual_v1_2,HPLT,2024-03-07 19:30:56+00:00,2024-03-18 10:00:30+00:00,28,20,"['task_categories:text-generation', 'language:af', 'language:ar', 'language:az', 'language:be', 'language:bg', 'language:bn', 'language:ca', 'language:cs', 'language:cy', 'language:da', 'language:de', 'language:el', 'language:en', 'language:eo', 'language:es', 'language:et', 'language:eu', 'language:fa', 'language:fi', 'language:fr', 'language:ga', 'language:gl', 'language:gu', 'language:hbs', 'language:he', 'language:hi', 'language:hu', 'language:hy', 'language:id', 'language:is', 'language:it', 'language:ja', 'language:ka', 'language:kk', 'language:kn', 'language:ko', 'language:ky', 'language:la', 'language:lt', 'language:lv', 'language:mk', 'language:ml', 'language:mn', 'language:mr', 'language:ms', 'language:mt', 'language:my', 'language:nb', 'language:ne', 'language:nl', 'language:nn', 'language:pa', 'language:pl', 'language:ps', 'language:pt', 'language:ro', 'language:ru', 'language:si', 'language:sk', 'language:sl', 'language:so', 'language:sq', 'language:sv', 'language:sw', 'language:ta', 'language:te', 'language:th', 'language:tl', 'language:tr', 'language:tt', 'language:uk', 'language:ur', 'language:uz', 'language:vi', 'language:zh', 'license:cc0-1.0', 'size_categories:n>1T', 'region:us']","Data release 1.2 of the monolingual portion of HPLT (December 2023)

There are 75 languages in this release (22 TB of raw files, 11 TB of deduped files and 8.4 TB of clean files) provided as JSONL files compressed with zstd. For convenience, data is split into multiple shards, a few GB each. The number of shards per language depends on the size of the specific corpus.",https://huggingface.co/datasets/HPLT/hplt_monolingual_v1_2,"['af', 'ar', 'az', 'be', 'bg', 'bn', 'ca', 'cs', 'cy', 'da', 'de', 'el', 'en', 'eo', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'ga', 'gl', 'gu', 'hbs', 'he', 'hi', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'ka', 'kk', 'kn', 'ko', 'ky', 'la', 'lt', 'lv', 'mk', 'ml', 'mn', 'mr', 'ms', 'mt', 'my', 'nb', 'ne', 'nl', 'nn', 'pa', 'pl', 'ps', 'pt', 'ro', 'ru', 'si', 'sk', 'sl', 'so', 'sq', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'tt', 'uk', 'ur', 'uz', 'vi', 'zh']",['text-generation'],['n>1T']
Manirathinam21/Multi-lingual_Detection,Manirathinam21,2024-03-09 14:11:05+00:00,2024-03-09 14:13:32+00:00,7,0,"['task_categories:text-classification', 'language:ar', 'language:ta', 'language:ja', 'language:en', 'language:es', 'language:fr', 'language:de', 'license:mit', 'size_categories:10K<n<100K', 'format:csv', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",,https://huggingface.co/datasets/Manirathinam21/Multi-lingual_Detection,"['ar', 'ta', 'ja', 'en', 'es', 'fr', 'de']",['text-classification'],['10K<n<100K']
alfredplpl/wikipedia-qa-ja-1m,alfredplpl,2024-03-10 15:31:10+00:00,2024-03-10 23:26:28+00:00,54,4,"['task_categories:question-answering', 'language:ja', 'license:cc-by-sa-3.0', 'size_categories:1M<n<10M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Dataset Card for ""wikipedia-qa-ja-1m""
	


	
		
		Original Dataset
	


hpprc/wikipedia-20240101


	
		
		Procedure
	


Extract the first line of the title from the dataset.
Generate the answer by summizing the line using LLM:
Input RAG-like prompt to CALM 2 7B Chat.
Format the response.




	
		
		RAG-like Prompt
	

f""""""USER: {title}とはなんですか？次の文章を参考に一言でまとめてください。{text}
    ASSISTANT: """"""

",https://huggingface.co/datasets/alfredplpl/wikipedia-qa-ja-1m,['ja'],['question-answering'],['1M<n<10M']
sbintuitions/JMTEB,sbintuitions,2024-03-11 04:54:13+00:00,2025-07-18 07:00:32+00:00,2490,18,"['task_categories:text-classification', 'task_categories:question-answering', 'task_categories:zero-shot-classification', 'task_categories:sentence-similarity', 'language:ja', 'license:cc-by-sa-4.0', 'size_categories:100M<n<1B', 'region:us']","
	
		
		JMTEB: Japanese Massive Text Embedding Benchmark
	

JMTEB is a benchmark for evaluating Japanese text embedding models. It consists of 5 tasks, currently involving 28 datasets in total. You can find the update history here.

	
		
		TL;DR
	

from datasets import load_dataset

dataset = load_dataset(""sbintuitions/JMTEB"", name=""<dataset_name>"", split=""<split>"")

JMTEB_DATASET_NAMES = (
    'livedoor_news',
    'mewsc16_ja',
    'sib200_japanese_clustering'… See the full description on the dataset page: https://huggingface.co/datasets/sbintuitions/JMTEB.",https://huggingface.co/datasets/sbintuitions/JMTEB,['ja'],"['text-classification', 'question-answering', 'zero-shot-classification', 'sentence-similarity']",['100M<n<1B']
kunishou/ApolloCorpus-ja,kunishou,2024-03-13 02:08:51+00:00,2024-03-13 17:55:25+00:00,16,4,"['language:ja', 'license:apache-2.0', 'size_categories:100K<n<1M', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'arxiv:2403.03640', 'region:us']","

	
		
		ApolloCorpus-ja
	


	
		
		概要
	

多言語医療データセットの ApolloCorpus を日本語に自動翻訳した 525k の指示チューニングデータセットになります。ApolloCorpus は、オープンソースでかつ品質を担保できるデータのみをスクリーニングし収集されたデータセットになります。詳細は 論文 をご覧下さい。  

	
		
		翻訳対象ファイル
	

データ量が多いのでひとまず以下の 1 ファイルのみを翻訳しました。なお、英語以外のデータセットについては翻訳品質が低くくなるため、英語データセットのみを日本語に自動翻訳しました（今後、他のファイルを追加で翻訳する場合も英語データのファイルのみを対象にすると思います）。  

medicalPaper_en_qa.json (525k)


	
		
		使用上の注意
	

多言語データセットを自動翻訳で日本語に翻訳したものであり、翻訳誤りも一部含まれています。医療領域での LLM に利用する際は十分注意した上で使用して下さい。  
",https://huggingface.co/datasets/kunishou/ApolloCorpus-ja,['ja'],[],['100K<n<1M']
systemk/culturax-ja-5k,systemk,2024-03-13 08:47:11+00:00,2024-03-18 02:08:48+00:00,6,0,"['language:ja', 'size_categories:1K<n<10K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']",,https://huggingface.co/datasets/systemk/culturax-ja-5k,['ja'],[],['1K<n<10K']
occiglot/tokenizer-wiki-bench,occiglot,2024-03-13 14:49:07+00:00,2024-04-23 21:00:00+00:00,4802,6,"['language:af', 'language:ar', 'language:bg', 'language:ca', 'language:cs', 'language:da', 'language:de', 'language:el', 'language:en', 'language:es', 'language:et', 'language:eu', 'language:fa', 'language:fi', 'language:fr', 'language:ga', 'language:he', 'language:hi', 'language:hr', 'language:hu', 'language:hy', 'language:id', 'language:it', 'language:ja', 'language:ko', 'language:lt', 'language:lv', 'language:mr', 'language:nl', 'language:no', 'language:pl', 'language:pt', 'language:ro', 'language:ru', 'language:sa', 'language:sk', 'language:sl', 'language:sr', 'language:sv', 'language:ta', 'language:te', 'language:tr', 'language:uk', 'language:ur', 'language:vi', 'license:mit', 'size_categories:10M<n<100M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'arxiv:2012.15613', 'region:us']","
	
		
		Multilingual Tokenizer Benchmark
	

This dataset includes pre-processed wikipedia data for tokenizer evaluation in 45 languages. We provide more information on the evaluation task in general this blogpost.

	
		
		Usage
	

The dataset allows us to easily calculate tokenizer fertility and the proportion of continued words on any of the supported languages. In the example below we take the Mistral tokenizer and evaluate its performance on Slovak. 
from transformers import AutoTokenizer… See the full description on the dataset page: https://huggingface.co/datasets/occiglot/tokenizer-wiki-bench.",https://huggingface.co/datasets/occiglot/tokenizer-wiki-bench,"['af', 'ar', 'bg', 'ca', 'cs', 'da', 'de', 'el', 'en', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'ga', 'he', 'hi', 'hr', 'hu', 'hy', 'id', 'it', 'ja', 'ko', 'lt', 'lv', 'mr', 'nl', 'no', 'pl', 'pt', 'ro', 'ru', 'sa', 'sk', 'sl', 'sr', 'sv', 'ta', 'te', 'tr', 'uk', 'ur', 'vi']",[],['10M<n<100M']
sudy-super/piece-of-refined-oscar,sudy-super,2024-03-13 15:02:54+00:00,2024-04-06 20:00:51+00:00,9,7,"['task_categories:text-generation', 'language:ja', 'license:apache-2.0', 'size_categories:1M<n<10M', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Descrption
	

This dataset is part of the OSCAR-2301 cleaned.
There are about 0.5b tokens counted by calm2 tokenizer.

	
		
		NOTE
	

This dataset has not passed sentence end boundary determination or Perplexity Filtering, so there is room for improvement in quality.
",https://huggingface.co/datasets/sudy-super/piece-of-refined-oscar,['ja'],['text-generation'],['1M<n<10M']
dichmau/ja_vi_translation,dichmau,2024-03-13 17:52:50+00:00,2024-04-08 19:35:06+00:00,6,2,"['task_categories:translation', 'language:ja', 'language:vi', 'size_categories:1M<n<10M', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","Japanese-Vietnamese Translated Sentence Pairs.
",https://huggingface.co/datasets/dichmau/ja_vi_translation,"['ja', 'vi']",['translation'],['1M<n<10M']
zhongshsh/CLoT-Oogiri-GO,zhongshsh,2024-03-14 14:41:41+00:00,2024-03-19 08:55:53+00:00,130,30,"['task_categories:visual-question-answering', 'task_categories:question-answering', 'language:en', 'language:zh', 'language:ja', 'license:mit', 'size_categories:100K<n<1M', 'modality:image', 'arxiv:2312.02439', 'region:us']","
   




	
		
		Oogiri-GO Dataset Card
	

Project Page | Paper | Code | Model
Data discription: Oogiri-GO is a multimodal and multilingual humor dataset, and contains more than 130,000 Oogiri samples in English (en.jsonl), Chinese (cn.jsonl), and Japanese (jp.jsonl).  Notably,  in Oogiri-GO, 77.95% of samples are annotated with human preferences, namely the number of likes, indicating the popularity of a response. As illustrated in Fig. 1,  Oogiri-GO contains three types of Oogiri games… See the full description on the dataset page: https://huggingface.co/datasets/zhongshsh/CLoT-Oogiri-GO.",https://huggingface.co/datasets/zhongshsh/CLoT-Oogiri-GO,"['en', 'zh', 'ja']","['visual-question-answering', 'question-answering']",['100K<n<1M']
angelmmiguel/synthetic-introduction-extraction,angelmmiguel,2024-03-16 10:00:21+00:00,2024-03-18 15:34:41+00:00,19,1,"['task_categories:feature-extraction', 'language:es', 'language:en', 'language:fr', 'language:ru', 'language:ja', 'license:mit', 'size_categories:10K<n<100K', 'format:json', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us', 'code']",,https://huggingface.co/datasets/angelmmiguel/synthetic-introduction-extraction,"['es', 'en', 'fr', 'ru', 'ja']",['feature-extraction'],['10K<n<100K']
p1atdev/manga_line_generation,p1atdev,2024-03-18 17:47:17+00:00,2024-03-18 17:55:42+00:00,9,2,"['task_categories:image-to-text', 'language:ja', 'license:unknown', 'size_categories:n<1K', 'format:parquet', 'modality:image', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Manga Line Generation dataset
	

Converted from https://github.com/1never/MangaLineGeneration.
Paper: https://aclanthology.org/2023.paclic-1.34.pdf
",https://huggingface.co/datasets/p1atdev/manga_line_generation,['ja'],['image-to-text'],['n<1K']
MiyazonoKaori137/Anime-Audio,MiyazonoKaori137,2024-03-19 03:11:07+00:00,2024-03-19 06:46:07+00:00,10,1,"['language:ja', 'license:apache-2.0', 'region:us']",,https://huggingface.co/datasets/MiyazonoKaori137/Anime-Audio,['ja'],[],[]
hpprc/en-ja-align,hpprc,2024-03-19 06:12:37+00:00,2024-03-20 09:17:55+00:00,44,3,"['task_categories:translation', 'language:en', 'language:ja', 'license:other', 'size_categories:10K<n<100K', 'region:us']","
	
		
		en-ja-align
	

日英対訳文対応付けデータ(内山ら, 2003)として公開されている日英対訳文データセットです。
本リポジトリはデータセットのダウンロード・解析・前処理のみを行うスクリプトを提供しているものであり、データの再配布はしておりません。

	
		
		Usage
	

データセットの前処理に下記のライブラリを使用します。
データの使用前にインストールをお願いいたします。
pip install bs4 lxml

使用例は以下のとおりです。

import datasets as ds

dataset = ds.load_dataset(""hpprc/en-ja-align"", num_proc=16, trust_remote_code=True)

print(dataset)
# DatasetDict({
#     train: Dataset({
#         features: ['id', 'en', 'ja', 'source'],
#         num_rows: 42738
#     })
# })… See the full description on the dataset page: https://huggingface.co/datasets/hpprc/en-ja-align.",https://huggingface.co/datasets/hpprc/en-ja-align,"['en', 'ja']",['translation'],['10K<n<100K']
hatakeyama-llm-team/japanese2010,hatakeyama-llm-team,2024-03-20 00:39:02+00:00,2024-03-21 00:26:06+00:00,124,2,"['language:ja', 'size_categories:1M<n<10M', 'format:parquet', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		日本語ウェブコーパス2010
	


こちらのデータをhuggingfaceにアップロードしたものです｡
2009 年度における著作権法の改正（平成21年通常国会　著作権法改正等について | 文化庁）に基づき，情報解析研究への利用に限って利用可能です｡
形態素解析を用いて､自動で句点をつけました｡
変換コード
変換スクリプト
形態素解析など



",https://huggingface.co/datasets/hatakeyama-llm-team/japanese2010,['ja'],[],['1M<n<10M']
hpprc/tanaka-corpus,hpprc,2024-03-21 01:49:50+00:00,2024-03-21 12:50:28+00:00,21,8,"['task_categories:translation', 'language:ja', 'language:en', 'license:cc-by-4.0', 'size_categories:100K<n<1M', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","HF Datasets version of Tanaka Corpus.

	
		
		Preprocess for HF Datasets
	

以下の内容でオリジナルデータを前処理しました。
wget ftp://ftp.edrdg.org/pub/Nihongo/examples.utf.gz
gunzip examples.utf.gz

import re
from pathlib import Path

from more_itertools import chunked

import datasets as ds

data = []
with Path(""examples.utf"").open() as f:
    for row, _ in chunked(f, 2):
        ja, en, idx = re.findall(r""A: (.*?)\t(.*?)#ID=(.*$)"", row)[0]
        data.append(
            {
                ""id"": idx… See the full description on the dataset page: https://huggingface.co/datasets/hpprc/tanaka-corpus.",https://huggingface.co/datasets/hpprc/tanaka-corpus,"['ja', 'en']",['translation'],['100K<n<1M']
hpprc/alt-parallel-en-ja,hpprc,2024-03-21 02:24:27+00:00,2024-03-21 12:40:15+00:00,17,3,"['task_categories:translation', 'language:en', 'language:ja', 'license:cc-by-4.0', 'size_categories:10K<n<100K', 'format:parquet', 'modality:text', 'library:datasets', 'library:pandas', 'library:mlcroissant', 'library:polars', 'region:us']","
	
		
		Asian Language Treebank (ALT) Project
	

ALT Parallel Corpusのうち、日英対訳部分のみを抽出したデータセットです。
処理元のデータとしては、HuggingFace上のhttps://huggingface.co/datasets/altを利用しています。

	
		
		Citation
	

@inproceedings{riza2016introduction,
  title={Introduction of the asian language treebank},
  author={Riza, Hammam and Purwoadi, Michael and Uliniansyah, Teduh and Ti, Aw Ai and Aljunied, Sharifah Mahani and Mai, Luong Chi and Thang, Vu Tat and Thai, Nguyen Phuong and Chea, Vichet and Sam, Sethserey and others}… See the full description on the dataset page: https://huggingface.co/datasets/hpprc/alt-parallel-en-ja.",https://huggingface.co/datasets/hpprc/alt-parallel-en-ja,"['en', 'ja']",['translation'],['10K<n<100K']
felixludos/babel-briefings,felixludos,2024-03-21 16:24:26+00:00,2024-03-29 20:53:36+00:00,214,6,"['task_categories:text-classification', 'task_categories:translation', 'task_categories:zero-shot-classification', 'task_categories:feature-extraction', 'task_categories:text-generation', 'language:en', 'language:es', 'language:de', 'language:fr', 'language:zh', 'language:ar', 'language:pt', 'language:bg', 'language:cs', 'language:el', 'language:he', 'language:hu', 'language:id', 'language:it', 'language:ja', 'language:ko', 'language:lt', 'language:lv', 'language:nl', 'language:no', 'language:pl', 'language:ro', 'language:ru', 'language:sk', 'language:sl', 'language:sr', 'language:sv', 'language:th', 'language:tr', 'language:uk', 'license:cc-by-nc-sa-4.0', 'size_categories:1M<n<10M', 'format:json', 'modality:image', 'modality:text', 'library:datasets', 'library:dask', 'library:mlcroissant', 'arxiv:2403.19352', 'region:us', 'news', 'headlines', 'business', 'science', 'technology', 'sports', 'health', 'entertainment']","
	
		
		Babel Briefings News Headlines Dataset README
	


Break Free from the Language Barrier

Version: 1 - Date: 30 Oct 2023
Collected and Prepared by Felix Leeb (Max Planck Institute for Intelligent Systems, Tübingen, Germany)
License: Babel Briefings Headlines Dataset © 2023 by Felix Leeb is licensed under CC BY-NC-SA 4.0 
Check out our paper on arxiv.
This dataset contains 4,719,199 news headlines across 30 different languages collected between 8 August 2020 and 29 November 2021. The… See the full description on the dataset page: https://huggingface.co/datasets/felixludos/babel-briefings.",https://huggingface.co/datasets/felixludos/babel-briefings,"['en', 'es', 'de', 'fr', 'zh', 'ar', 'pt', 'bg', 'cs', 'el', 'he', 'hu', 'id', 'it', 'ja', 'ko', 'lt', 'lv', 'nl', 'no', 'pl', 'ro', 'ru', 'sk', 'sl', 'sr', 'sv', 'th', 'tr', 'uk']","['text-classification', 'translation', 'zero-shot-classification', 'feature-extraction', 'text-generation']",['1M<n<10M']
